image_id,label,label_name
Actinic keratosis/ISIC_0066360.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030825.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070056.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057110.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072814.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0073035.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062940.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071946.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056905.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057077.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058404.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067113.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058776.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060098.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066858.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062830.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055724.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062692.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064222.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070232.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054531.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056343_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064063.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067266.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070260.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067394_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072754.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027172.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060755.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067698.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058864.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067153.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064553.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064524.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056724.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030036.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0053764.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055889.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059139.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0026984.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027829_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066563.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027829.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070243.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062739.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056128.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057157.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066699.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065118.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070981.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069614.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027588.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063100.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065070.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062878.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070175.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054531_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057847_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066786.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060269.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057679.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062593_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056071.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056529.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069483_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0053597.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055686.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070321.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062646.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068354.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054899.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062742.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057847.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059250_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030586.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0029025.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067945.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066861.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060636.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062408.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072307.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058506.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054921.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067887_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069195.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060116_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060357.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054137.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0028063_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054271.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069483.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067592.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058379.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060116.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062742_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0031381.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062351.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056421_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062611.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0028558.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068879.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054921_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056101.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072646.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056002.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0026729.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061787.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065952_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054209.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058239.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068325.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059087_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065538.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057739.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057135.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062738.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062116.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062272.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061247_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069904.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0073153.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058623.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068086.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065861.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058459.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067887.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058593.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062814.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072932.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070379_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062408_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0031993.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055176.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062593.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056643.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069352.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071535.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059250.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061039.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072107.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0053879.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066315.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067450.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056343.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057042.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054687.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061121.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071932.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062646_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072584_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061464.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066586_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0024913.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069917.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0026468.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058404_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059087.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067855.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066586.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069629.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064231.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061247.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060814.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067698_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030491.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056613.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065811.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059372.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057616.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069120.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0033151.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059211.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056898.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065495.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065724.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058239_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059827.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061730.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0028393.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066819.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072986.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070999.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030242.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062351_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059827_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061285.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071490.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065125.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0031040.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056421.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068419.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056756.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0073035_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059588.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0026857.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061814.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067297.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060273.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066892.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0028190.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056071_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030877.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071062.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061044.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069869.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068175.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062622.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064067.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069265.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072089.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061499.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070877.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0026905.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0053944.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058593_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0029915.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070754.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070505.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0026702.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063956.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059058.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056073.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057449.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071015.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0031430.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063712.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065633.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0029827.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054899_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063210.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061121_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062814_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0033811.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066370.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0029141.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0073130.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0053799.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057351.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027668.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0031292.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056756_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0028820.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0029930.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068546.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068232.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064690.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062255.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071830.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064735.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058983.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068885.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0053666.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060776.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060078.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069685.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070232_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069906.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056643_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071605_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071213.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0073068.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070895.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071423.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060041.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063883.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057679_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030463.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067177.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064524_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027650.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071108.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068843.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061365.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054081.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063045.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070321_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067364.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069460.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061154.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060404.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058864_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055732.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061691.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055374.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069931.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056437.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071500.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071953.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0025803.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060729.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056037.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071779.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059540.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071417.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030655.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065832.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072307_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067078.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0053506.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027334.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057547.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055331.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065955.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071535_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027447.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058653.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061968.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0032206.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071020.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0069939.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0053879_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063287.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071669.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070981_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0028990.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055176_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057943.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068653.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063052.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062426.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061687_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0024763.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027172_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061170.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058324.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0030408.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055259.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067450_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027896.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054272.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054583.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064583.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058494.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060235.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068973.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072814_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055596.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066360_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058762.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057586.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0057575.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062608.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0027254.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0072854.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0054556.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0055689.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0024646.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068797.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0065992.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060546.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0062508.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0066895.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061967.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056867.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063175.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0056004.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0063320.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0073045.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0028941.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0060122.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0064624.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0028517.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070243_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0067113_rot.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0058320.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0025992.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0068571.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0071313.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0070164.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0061947.jpg,0,Actinic keratosis
Actinic keratosis/ISIC_0059146.jpg,0,Actinic keratosis
